苏州专益智能科技,民营,少于50人,2023-04-11 11:00:14,PLC工程师,昆山,"['2年', '大专', 'plc', 'plc编程', '自动化', '五险一金', '员工旅游', '绩效奖金', '年终奖金', '定期体检']",1-1.3万·13薪,https://jobs.51job.com/all/coUzFQNwJmVm1SNAVvAWU.html
南京河海南自水电自动化,国企,150-500人,2023-04-08 19:00:12,开发设计师 （PLC产品经理）,南京·浦口区,"['5-7年', '硕士', 'plc开发', '开发', '五险一金', '专业培训', '绩效奖金', '年终奖金', '交通补贴', '餐饮补贴', '定期体检', '出差补贴', '节假日休息']",20-40万/年,https://jobs.51job.com/all/coUTJWNVM3BD9WOlMxAGA.html
苏州市倍思创电子,民营,少于50人,2023-03-18 11:00:17,资深PLC电气工程师,苏州·工业园区,"['8-9年', '本科', '电工', '电气', '机电', 'PLC', '五险一金', '餐饮补贴', '绩效奖金', '员工旅游', '弹性工作']",1.6-2万·13薪,https://jobs.51job.com/all/coVDEHZVUzATsDbgFhAmQ.html
萨控智能科技（江苏）,民营,50-150人,2023-04-11 11:00:14,资深PLC电气工程师,昆山,"['2年', '大专', '电气', '电路', '机械', '工业', '助理工程师', '电气工程师', 'PLC', '五险一金', '员工旅游', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']",1-2万·13薪,https://jobs.51job.com/all/coBGVVMVcwAzsCbgJiUTE.html
南京克莱德智能科技,民营,少于50人,2023-04-11 10:00:14,自动化PLC工程师     五险一金,南京·江北新区,"['2年', '大专', 'plc', '自动化', '变频器', 'modbus', 'wincc', 'siemens', 'opc', '设备安装调试', '通信协议', '电气工程', '五险一金', '补充医疗保险', '免费班车', '餐饮补贴', '年终奖金', '弹性工作', '定期体检']",6千-1.2万,https://jobs.51job.com/all/coUTBWNFU1VGkEYgNjAWQ.html
均普工业自动化（苏州）,民营,500-1000人,2023-02-04 08:00:15,电气设计助理工程师（PLC）,苏州,"['1年', '大专', '设计', '电气', '电气设计师', '自动化', '西门子', '博图', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '出国机会', '弹性工作', '定期体检']",7-9千,http://joyson.51job.com/pia/pia-index.html
吉姆西半导体科技（无锡）,民营,500-1000人,2023-04-02 11:00:18,PLC软件编程,无锡·锡山区,"['2年', '大专', '电气', 'PLC', '五险一金', '餐饮补贴', '年终奖金', '专业培训', '节假日福利', '员工旅游', '定期体检']",9千-1.5万,https://jobs.51job.com/all/coAmBcOV84VGIOa1Q2VjU.html
上海金东唐科技,已上市,150-500人,2023-03-20 10:00:18,PLC工程师,嘉兴,"['2年', '大专', '电气工程师', 'plc', '电气', '自动化', '电气设计', '做五休二', '周末双休', '带薪年假', '五险一金', '全勤奖', '交通补贴', '餐饮补贴', '加班补贴', '住房补贴', '通讯补贴']",6千-1.2万,https://jobs.51job.com/all/coBGFXMQdmAztRMA1mXTk.html
太仓市同维电子,已上市,5000-10000人,2023-03-26 17:00:12,硬件工程师（Wifi/PON/DSL/PLC）,太仓,"['3-4年', '本科']",1-1.5万·14薪,https://jobs.51job.com/all/coA2NSPlE1BDoEaQNpB2c.html
都看（江苏）数码科技,民营,50-150人,2023-04-10 11:08:23,PLC工程师,南通·通州区,"['3-4年', '本科', '五险一金', '双休', '年终奖金', '节假日福利', '包吃', '补充商业险']",1.1-1.6万,https://jobs.51job.com/all/coVDUCYgdkUm1UMgJhUTQ.html
