一路加自动化设备（苏州）,外资（非欧美）,少于50人,2022-07-26 14:44:50,设备软件工程师(PLC or JAVA),成都,"['1年', '大专', '软件开发', '工程师', '计算机', '技术支持', '软件', '五险一金', '免费班车', '各项补贴']",7千-1万,https://jobs.51job.com/all/coBWdWNAVvDzcAYgFiAWU.html
成都九壹通智能科技,民营,少于50人,2022-11-09 05:35:40,PLC工程师,成都·高新区,"['1年', '大专', '周末双休', '绩效奖金', '通讯补贴', '交通补贴', '意外险']",7千-1.2万,https://jobs.51job.com/all/coAmJXMFQzBzpWMg1rUj8.html
上海望达企业管理,民营,少于50人,2022-10-25 14:00:18,外企电气plc调试工程师,成都,"['2年', '大专', '电气', '机电', '机械', 'plc', 'eplan', '调试', '非标自动化', '汽车', '五险一金', '免费班车', '交通补贴', '专业培训', '年终奖金', '定期体检', '出国机会', '绩效奖金', '餐饮补贴']",1.5-2万,https://jobs.51job.com/all/coBmQBZQBqUWZUNgVvVjo.html
重庆蒙德电气,民营,少于50人,2023-03-16 13:00:11,PLC工程师,重庆·南岸区,"['1年', '大专', '电气工程师', '电气设计', '电气自动化', 'plc编程', 'plc', '电气']",8千-1.5万,https://jobs.51job.com/all/coUTFQM1U3BD4PbABiAGY.html
一路加自动化设备（苏州）,外资（非欧美）,少于50人,2022-07-26 14:42:01,设备软件工程师(PLC),成都,"['1年', '大专', '软件开发', '工程师', '计算机', '技术支持', '软件', '五险一金', '免费班车', '各项补贴']",8千-1.2万,https://jobs.51job.com/all/coBWdWNAVvDzcAYgFiAWU.html
海底鹰深海科技,合资,150-500人,2023-03-10 11:00:16,PLC工程师,昆明·西山区,"['3-4年', '本科', 'plc', '电气设计', '电气自动化', '五险一金', '员工旅游', '专业培训', '出国机会', '绩效奖金', '年终奖金', '股票期权', '弹性工作', '定期体检', '周末双休']",7-9千,https://jobs.51job.com/all/coAGdSMlA2AT5TM1E7VTE.html
法格锻压机床（昆山）,外资（欧美）,50-150人,2023-03-06 11:00:24,PLC工程师,昆山,"['3-4年', '大专', 'plc', '西门子', '英语口语', '国际出差', '国际培训', '五险一金', '餐饮补贴', '定期体检', '补充医疗保险', '免费班车', '员工旅游', '带薪年假', '节日福利', '高温补贴', '交通补贴']",1.2-1.4万·13薪,https://jobs.51job.com/all/coUjdUNQNpADpVNgJjAGQ.html
重庆市灵龙自动化设备,民营,150-500人,2023-03-03 19:00:11,高级电气工程师（PLC）,重庆·南岸区,"['3-4年', '大专', '通讯补贴', '绩效奖金', '大小休', '弹性工作', '包住', '节日礼金', '生日礼金', '五险一金']",1.2-2万,https://jobs.51job.com/all/coVDZTPlMyAjgAbA1mXD8.html
上海勃傲自动化系统,民营,50-150人,2023-03-03 15:37:01,PLC工程师/自动化工程师,上海·嘉定区,"['无需经验', '大专', '电气工程师', '自动化', '电气设计', '电气自动化', 'plc编程', '包住', '弹性工作', '五险一金', '年终奖金', '定期体检', '商业保险', '员工旅游', '专业培训']",7千-1.2万,https://jobs.51job.com/all/coBWEAYQRlU2kGYFA2Vzs.html
中建环能科技,国企,1000-5000人,2023-03-03 14:00:19,PLC电气工程师,成都·武侯区,"['5-7年', '本科', '自动化', '电气', '电气自动化', '自动化工程师', '五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '年终奖金', '定期体检', '股票期权']",6千-1万·14薪,https://jobs.51job.com/all/coUzBcOVU_UW9UNgJlVjE.html
